번호,의안번호,법률안명,제안자구분,소관위원회,주요내용,의견수,date
11,2212388,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (김우영의원 등 13인),의원,과학기술정보방송통신위원회,"제안이유



  정보통신망의 불법정보 유통으로 많은 피해자들이 발생하고 있음.

  특히 유튜브 등을 통해 허위ㆍ조작정보를 대량으로 유통하여 타인의 명예를 심각하게 훼손하는 등 피해를 주고 있음.

  최근에는 일반 개인뿐만 아니라 사회 조직ㆍ단체 등에 대해 유튜브 채널이나 1인미디어 등 실시간ㆍ비실시간 화상ㆍ영상매체를 통해 허위ㆍ조작정보를 무분별하게 유통시켜 개인 및 사회 조직 등의 명예를 훼손하고, 나아가 사회혼란을 야기하고 국민 여론을 왜곡하는 등의 문제가 발생하고 있음.

  이에 유튜브, 1인미디어 등을 통해 실시간ㆍ비실시간으로 유통되는 화상ㆍ영상물로 공공연하게 타인의 명예를 훼손하는 내용의 정보를 불법정보로 명확히 하고, 이에 대해 가중 처벌할 수 있도록 법 규정을 보완하고자 함.

  또한 이용자 또는 정보통신서비스 제공자가 공공연하게 거짓의 사실을 드러내어 타인의 명예를 훼손하는 내용의 정보를 유통한 경우 손해배상을 청구할 수 있도록 하려는 것임.

  반면에 그동안 표현의 자유를 훼손할 수 있다는 비판을 받아 왔던 정보통신서비스 제공자의 임의적 임시조치는 삭제하고자 함.





주요내용



가. 표현의 자유를 침해할 소지가 많은 임의적 임시조치 규정을 삭제함(안 제44조의3 삭제).

나. 비방할 목적 유무와 상관없이 부호ㆍ문언ㆍ음향ㆍ화상 또는 영상으로 공공연하게 사실이나 거짓의 사실을 드러내어 타인의 명예를 훼손하는 내용의 정보를 불법 유통 정보로 명확화 함(안 제44조의7제1항제2호).

다. 정보통신서비스 제공자로 하여금 프로그램, 인공지능 등을 사용하여 불법정보의 유통을 방지하기 위한 기술적ㆍ관리적 조치를 하도록 함(안 제44조의7제6항 및 제7항 신설).

라. 대통령령으로 정하는 기준에 해당하는 정보통신서비스 제공자에게 기존의 불법촬영물등의 유통에 불법정보 유통을 추가하여 이를 방지하기 위한 책임자를 지정하도록 하고, 불법정보 및 불법촬영물등의 삭제ㆍ접속차단, 유통방지 업무를 담당하도록 함(안 제44조의9).

마. 방송통신위원회는 이용자 또는 정보통신서비스 제공자에게 불법정보 및 불법촬영물등의 유통방지를 위한 교육을 정기적으로 실시하도록 규정을 신설함(안 제44조의10 신설).

바. 부호ㆍ문언ㆍ음향ㆍ화상 또는 영상으로 공공연하게 거짓의 사실을 드러내어 타인의 명예를 훼손한 경우 손해를 배상하도록 하고, 법원은 손해액의 3배까지 손해배상액을 결정할 수 있도록 함(안 제44조의12 신설).

사. 일련의 절차를 제대로 이행하지 아니한 행위에 대해 매출액의 100분의 3 이하에 해당하는 금액을 과징금으로 부과할 수 있는 근거를 신설함(안 제64조의3 신설).

아. 대통령령으로 정하는 기준 이상에 해당하는 정보통신서비스 제공자의 투명성 보고서 제출 대상에 불법정보 처리에 관한 부분을 추가함(안 제64조의5).

자. 비방할 목적 유무와 상관없이 정보통신망을 통하여 사실에 의한 명예훼손의 경우는 친고죄로 하고, 진실한 사실로서 오로지 공공의 이익에 관한 것일 때는 위법성이 조각되고, 반면에 공공연하게 거짓의 사실을 드러내어 다른 사람의 명예를 훼손하거나, 음향ㆍ화상 또는 영상으로 공공연하게 거짓의 사실을 드러내어 타인의 명예를 훼손한 경우에는 가중처벌함(안 제70조).",11695,20250826
12,2212378,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (한정애의원 등 11인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  최근 민감한 정치 이슈가 발생할 때마다 정보통신망을 통한 허위조작정보의 유통이 증가하고 있음.

  정보통신망에 의한 허위조작정보 유통의 경우 그 신속성, 확장성과 익명성, 비대면성에 따라 해당 정보의 유통에 대한 반론권 행사가 용이하지 않고, 군중심리에 따른 비이성적 집단행동이 발생할 가능성이 큰 측면이 있음을 고려할 때, 허위조작정보 유통방지를 위한 조치를 강구할 필요가 있음.

  이에 정보통신망에 유통이 금지되는 불법정보에 허위조작정보를 포함시키고, 허위조작정보 유통에 대한 징벌적 손해배상제도를 도입하는 등 정보통신망의 허위조작정보에 대한 규제를 강화하려는 것임(안 제2조제1항제14호, 제44조의7제1항제2호의2, 제44조의11 및 제44조의12 신설 등).",11393,20250826
13,2212287,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (김기현의원 등 14인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법은 일정 규모 이상의 정보통신서비스 제공자에 대하여 정보보호 관리체계(ISMS) 인증을 의무화하고 있어, 규모가 작은 공공기관은 의무 대상에서 제외되고 있음. 이로 인해 국가 주요 정보와 국민의 개인정보를 다루는 공공기관이 정보보호의 사각지대에 놓여 있음.

  최근 공공기관을 대상으로 한 정보통신망 침해사고가 증가하고 있음. 공공기관이 보유한 정보는 유출 시 국민 전체에 미치는 파급효과가 크며, 디지털 전환이 가속화됨에 따라 정보통신망 침해사고의 위험이 높아지고 있어 공공기관의 정보보호 체계 강화가 시급한 실정임.

  이에 「공공기관의 운영에 관한 법률」에 따른 공공기관으로서 보유한 정보의 종류, 중요도, 규모 등을 고려하여 대통령령으로 정하는 자에 대하여 정보보호 관리체계 인증을 의무화함으로써 공공부문의 정보보호 체계를 강화하고 국민의 권익을 보호하고자 함(안 제47조제2항제4호 신설).",8374,20250821
14,2212148,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (양부남의원 등 12인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법은 총포ㆍ화약류를 제조할 수 있는 방법이나 설계도 등의 정보를 불법정보로 규정하고 누구든지 이를 유통하지 못하도록 유통금지 의무를 부과하고 있음. 그러나 이러한 규제에도 불구하고 정보통신망을 통해 총기 제작 방법 등의 불법정보가 공공연하게 유통되고 있는 것이 현실이고, 최근에는 인천의 한 아파트에서 아버지가 유튜브를 보고 직접 제작한 사제 총기로 자신의 아들을 살해하는 사건이 발생하는 등 총기 관리에 대한 전반적인 점검이 필요한 상황임.

  총포와 화약류는 타인의 생명을 빼앗을 수 있는 가장 위험한 수단이자 국가에 대한 중대 위협이므로 총포ㆍ화약류를 제조할 수 있는 방법이나 설계도 등의 정보를 단지 불법정보로만 규제하는 것은 부족하고 현행법에서 정하고 있는 불법촬영물등에 포함시켜 정보통신서비스 제공자에게 유통방지 책임자를 지정하도록 하여 정보의 유통방지에 필요한 삭제ㆍ접속차단 등의 조치 의무를 부여하는 방법으로 총기 관리를 보다 강화할 필요가 있음(안 제44조의9제1항제4호 신설).





참고사항



  이 법률안은 양부남의원이 대표발의한 「전기통신사업법 일부개정법률안」(의안번호 제12149호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결 되는 경우에는 이에 맞추어 조정되어야 할 것임.",8720,20250813
15,2212004,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (전용기의원 등 15인),의원,과학기술정보방송통신위원회,"제안이유



  최근 소셜미디어(SNS)와 영상 플랫폼 등 정보통신망의 이용이 보편화됨에 따라, 이를 악용하여 영리 목적으로 타인을 비방하거나 모욕함으로써 부당한 수익을 창출하는 새로운 유형의 불법행위가 급증하고 있음. 정보통신망의 가공할 만한 전파 속도와 광범위한 확산 범위로 인해 온라인상에서 자행되는 명예훼손 및 모욕 행위는 피해자의 인격권을 심각하게 침해하고 회복 불가능한 손해를 야기하고 있음.

  현행법은 이러한 행위를 형사처벌 대상으로 규정하고 있으나, 수사력의 한계와 긴 소송 기간 등으로 인해 피해 구제에 어려움이 많고, 가해자의 행위 동기인 ‘수익 창출’을 근본적으로 차단하지 못하여 범죄 예방 효과가 미미한 실정임. 

  이에 불법행위 자체를 ‘수익이 될 수 없는 행위’로 만듦으로써 행위의 유인을 근본적으로 제거하고, 피해자에게는 신속하고 실질적인 손해배상이 이루어지도록 민사적 구제를 강화하려는 것임.





주요내용



가. 정보통신망을 통하여 타인의 명예를 훼손하거나 모욕하는 행위에 대한 민사상 손해배상책임을 신설함(안 제44조의11제1항 신설).

나. 피해자 구제의 실효성을 높이기 위해, 가해 행위자가 자신의 고의 또는 과실이 없음을 스스로 입증하지 못하면 책임을 면할 수 없도록 입증책임을 전환함(안 제44조의11제1항 후단 신설).

다. 법원이 손해액의 5배를 넘지 않는 범위에서 징벌적 손해배상액을 정할 수 있도록 하고, 배상액 산정 시 고의성, 피해 규모, 가해자의 경제적 이익 등을 종합적으로 고려하도록 하여 불법행위에 대한 억지력을 강화함(안 제44조의11제2항 신설).",13065,20250806
16,2211704,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (정일영의원 등 13인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  최근 3D프린터 기술의 발전과 디지털 콘텐츠 유통의 확산으로 인해, 총기 및 그 부품을 무단으로 제작ㆍ조립할 수 있는 설계도, 조립 매뉴얼, 3D 설계파일(CAD, STL 등) 등의 정보가 정보통신망을 통해 유통되며, 사제총기 제작이 실제 범죄로 이어지는 사례가 발생하고 있습니다.

  그러나 현행 「정보통신망 이용촉진 및 정보보호 등에 관한 법률」은 총포 관련 정보의 유통 금지를 포괄적으로 규정하고 있어, 플랫폼 사업자와 수사기관이 불법정보를 효과적으로 식별ㆍ차단하는 데 한계가 있습니다.

  이에, 본 개정안은 총포에 ‘사제총기’를 명시적으로 포함하고, 유해정보의 구체적 유형을 열거하여 규제의 실효성을 높이며, 일정 규모 이상의 정보통신서비스 제공자에게 사제총기 관련 정보의 유통 방지를 위한 책임자 지정 또는 기술적ㆍ관리적 조치 의무를 부과함으로써, 국민의 생명과 안전을 보호하고 디지털 공간의 건전성을 확보하고자 합니다.

  이와 같은 개정안을 통해 사제총기 및 총포 부품 관련 유해정보의 온라인 유통을 효과적으로 차단하고, 국민의 생명과 안전을 보호하는 정보통신망 환경을 조성할 수 있기를 기대합니다(안 제44조의7제1항 및 제44조의9).





참고사항



  이 법은 정일영의원이 대표발의한 「총포ㆍ도검ㆍ화약류 등의 안전관리에 관한 법률 일부개정법률안」(의안번호 제11703호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결되는 경우 이에 맞추어 조정되어야 할 것임.",6810,20250724
17,2211594,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (조인철의원 등 11인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법은 정보통신망의 안정성ㆍ신뢰성 확보를 위하여 관리적ㆍ기술적ㆍ물리적 보호조치를 포함한 종합적 관리체계를 수립ㆍ운영하고 있는 자에 대하여 그 적합성을 인증하는 제도를 두고 있음.

  최근 SK텔레콤의 침해사고의 경우 SK텔레콤이 정보보호 관리체계 인증을 받았음에도 불구하고 사고 예방이나 사후조치에 미흡한 모습을 보여 현행 정보보호 관리체계 인증제도의 실효성 확보가 시급한 상황임. 또한, 2024년 기준 SK텔레콤의 정보기술 투자금액 대비 정보보호 투자금액 비율은 4.1%로 KT 6.4%, LGU 6.6%에 비해 낮은 수준으로, 정보보호 투자 확대를 유도하기 위한 제도적 개선이 필요한 실정임.

  이에 주요 정보통신서비스 제공자 등이 정보기술 및 정보보호 분야별 전문성을 갖춘 인력과 충분한 예산을 확보하도록 노력할 의무를 규정하고, 고위험 정보통신서비스 제공자에 대하여 강화된 인증기준을 적용할 수 있도록 하였음. 또한, 정보보호 관리체계 인증을 받지 아니한 자에게 과징금을 부과할 수 있는 근거를 마련함으로써 정보보호 관리체계 인증제도를 개선하고 안전한 정보통신망 환경 조성에 기여하고자 함(안 제45조제5항, 제47조의7제2항 및 제47조의8 신설 등).",6943,20250721
18,2211402,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (이상휘의원 등 15인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법은 정보통신서비스 제공자가 침해사고 발생 시 과학기술정보통신부장관이나 한국인터넷진흥원에 신고하도록 규정하고 있으나, 해당 서비스의 이용자에게 침해사고 발생 사실을 통지하도록 하는 의무 규정은 두지 않음.

  최근 SK텔레콤의 해킹 등 침해사고 발생으로 인하여 개인정보 유출 사고가 발생했음에도 불구하고 이용자들에게 침해사고의 위험성과 2차 피해 가능성에 대한 통지가 적시에 제대로 이루어지지 않은 문제가 발생하여 이용자 보호 체계의 개선이 필요함.

  이에 침해사고 발생 시 정보통신서비스 제공자가 지체 없이 그 사실을 해당 이용자에게 통지하도록 규정하여 이용자가 침해사고로 인한 피해의 확산을 방지하려는 것임(안 제48조의3제4항 신설 등).",5979,20250710
19,2211392,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (인요한의원 등 13인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법에서는 정보통신망의 안전성을 확보하기 위하여 침해사고의 대응ㆍ신고ㆍ원인 분석 등에 관한 내용을 규정하고 있음.

  그런데, 침해사고로 인하여 이용자에게 실질적인 피해가 초래될 가능성이 있음에도 불구하고 현행법에서는 이용자에게 침해사고 발생 사실을 알려야 된다는 규정이 부재하며, 이용자가 실질적으로 피해를 입은 경우에 대한 조치 규정이 없고, 정보통신서비스 제공자가 침해사고의 원인 분석 등을 위하여 필요한 자료를 제출할 유인이 적다는 지적이 제기되고 있음.

  이에 침해사고로 이용자에게 피해가 발생하거나 발생할 우려가 있는 경우 이용자 보호를 위하여 필요한 조치를 마련하도록 하고, 정보통신서비스 제공자가 침해사고 발생 시 즉시 그 사실을 해당 이용자에게 통지하도록 규정하며 자료 제출 명령 불이행 시 이행강제금을 부과할 수 있도록 근거를 마련함으로써 침해사고로 인한 이용자 피해를 보다 실질적으로 보호하는 등 침해사고에 효과적으로 대응하는 데 기여하려는 것임(안 제48조의2제7항, 제48조의3제4항 및 제48조의7 신설 등).",5362,20250709
20,2211291,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안 (강승규의원 등 10인),의원,과학기술정보방송통신위원회,"제안이유 및 주요내용



  현행법에 따르면 정보통신서비스 제공자는 침해사고가 발생한 경우 즉시 과학기술정보통신부장관이나 한국인터넷진흥원에 신고하여야 하고, 과학기술정보통신부장관은 해당 정보통신서비스 제공자에게 필요한 조치의 이행을 명령하고 보완이 필요한 사항에 대해 시정을 명할 수 있도록 하고 있으며, 이를 위반하는 경우 과태료를 부과하고 있음.

  그런데 최근 대규모 개인정보 유출 및 네트워크 침해사고가 발생했음에도 해당 사업자는 즉시 신고를 하지 않았고 사고 후 신속한 대응도 이루어지지 않아 침해사고로 인한 피해 확산 우려가 커지고 있음. 침해사고로 인한 개인정보유출 등 피해는 국민 생활과 직결되는 만큼 침해사고에 대한 사업자의 책임을 강화할 필요가 있음.

  이에 정보통신서비스 제공자가 침해사고의 발생 사실을 과학기술정보통신부장관이나 한국인터넷진흥원에 신고하지 아니하거나 과학기술정보통신부장관의 시정명령을 이행하지 아니하는 경우 적용되는 현행 과태료 규정을 벌칙으로 상향함으로써 침해사고의 예방 및 신속한 대응을 위한 법적 구속력을 강화하고자 함(안 제71조 등).",5659,20250704
